code,description
20029099,"Tomate preparate sau conservate altfel decat in otet sau acid acetic (excl. intregi sau bucati), cu un continut de materie uscata > 30% din greutate, in ambalaje directe cu un continut net <= 1 kg"
20031020,"Ciuperci din genul Agaricus, conservate provizoriu altfel decat in otet sau acid acetic, complet fierte"
20031030,"Ciuperci din genul Agaricus, preparate sau conservate altfel decat in otet sau acid acetic (excl.conservate provizoriu, complet fierte)"
20039010,"Trufe, preparate sau conservate altfel decat in otet sau acid acetic"
20039090,"Ciuperci, preparate sau conservate altfel decat in otet sau acid acetic (excl. ciuperci din genul Agaricus)"
20041010,"Cartofi, fierti si nepreparati altfel, congelati"
20041091,"Cartofi preparati sau conservati sub forma de faina, gris sau fulgi, congelati"
20041099,"Cartofi, preparati sau conservati altfel decat in otet sau acid acetic, congelati (excl.fierti si nepreparati altfel, sub forma de faina, gris sau fulgi)"
20049010,"Porumb dulce (Zea mays var. saccharata) preparat sau conservat altfel decat in otet sau acid acetic, congelat"
20049030,"Varza acra, capere si masline, preparate sau conservate altfel decat in otet sau acid acetic, congelate"
20049050,"Mazare (Pisum sativum) si fasole verde, preparate sau conservate altfel decat in otet sau acid acetic, congelate"
20049091,"Ceapa, fiarta si nepreparata altfel, congelata"
20049098,"Legume si amestecuri de legume preparate sau conservate altfel decat in otet sau acid acetic, congelate (excl.tomate, ciuperci si trufe, cartofi, porumb dulce, varza acra, capere, masline, mazare, ceapa fiarta si nepreparata altfel, legume confiate)"
20051000,"Legume omogenizate, preparate sau conservate altfel decat in otet sau acid acetic, necongelate"
20052010,"Cartofi, sub forma de faina, gris sau fulgi, necongelati"
20052020,"Cartofi, taiati in felii subtiri, prajiti sau copti, chiar sarati sau aromatizati, in ambalaje inchise ermetic, pentru consumul direct, necongelati"
20052080,"Cartofi, preparati sau conservati altfel decat in otet sau acid acetic, necongelati (excl.sub forma de faina, gris sau fulgi, taiati in felii subtiri, prajiti sau copti, chiar sarati sau aromatizati, in ambalaje inchise ermetic, pentru consumul direct)"
20054000,"Mazare (Pisum sativum), preparata sau conservata altfel decat in otet sau acid acetic, necongelata"
20055900,"Fasole (Vigna spp., Phaseolus spp.), preparata sau conservata altfel decat in otet sau acid acetic, necongelata (excl.fasole boabe)"
20056000,"Sparanghel, preparat sau conservat altfel decat in otet sau acid acetic, necongelat"
20057000,"Masline, preparate sau conservate altfel decat in otet sau acid acetic, necongelate"
20058000,"Porumb dulce (Zea mays var. saccharata), preparat sau conservat altfel decat in otet sau acid acetic, necongelat"
20059100,"Muguri de bambus, preparati sau conservati altfel decat in otet sau acid acetic, necongelati"
20059910,"Fructe din genul Capsicum, altele decat ardeii grasi, preparate sau conservate altfel decat in otet sau acid acetic, necongelate"
20059920,"Capere, preparate sau conservate altfel decat in otet sau acid acetic, necongelate"
20059930,"Anghinare, preparata sau conservata altfel decat in otet sau acid acetic, necongelata"
20059950,"Amestecuri de legume, preparate sau conservate altfel decat in otet sau acid acetic, necongelate"
20059960,"Varza acra, necongelata"
20059980,"Legume preparate/conservate altfel decat in otet/acid acetic,necongelate[excl.legume omogenizate,cartofi,mazare,fasole,sparanghel,masline,porumb dulce,muguri de bambus,fructe din gen.Capsicum(excl.ardeii grasi),capere,anghinare,amestecuri,varza acra]"
20060010,"Ghimbir, confiat (uscat, glasat sau cristalizat)"
20060031,"Cirese, visine, confiate (uscate, glasate sau cristalizate), cu un continut de zahar > 13% din greutate"
20060035,"Fructe tropicale si fructe tropicale cu coaja, confiate (uscate, glasate sau cristalizate), cu un continut de zahar > 13% din greutate"
20060038,"Legume, fructe, coji de fructe si alte parti de plante, confiate (uscate, glasate sau cristalizate), cu un continut de zahar > 13% din greutate (excl.ghimbir, cirese, visine, fructe tropicale si fructe tropicale cu coaja)"
20060091,"Fructe tropicale si fructe tropicale cu coaja, confiate (uscate, glasate sau cristalizate), cu un continut de zahar <= 13% din greutate"
20060099,"Legume, fructe, coji de fructe si alte parti de plante, confiate (uscate, glasate sau cristalizate), cu un continut de zahar <= 13% din greutate (excl.ghimbir, fructe tropicale si fructe tropicale cu coaja)"
20071010,"Preparate omogenizate din dulceturi, jeleuri, marmelade, paste si piureuri de fructe, obtinute prin fierbere, cu sau fara adaos de zahar sau de alti indulcitori, cu un continut de zahar > 13% din greutate"
20071091,"Preparate omogenizate din dulceturi, jeleuri, marmelade, paste si piureuri de fructe tropicale, obtinute prin fierbere, cu sau fara adaos de zahar sau de alti indulcitori, cu un continut de zahar <= 13% din greutate"
20071099,"Preparate omogenizate din dulceturi, jeleuri, marmelade, paste si piureuri de fructe, obtinute prin fierbere, cu sau fara adaos de zahar sau de alti indulcitori, cu un continut de zahar <= 13% din greutate (excl. de fructe tropicale)"
20079110,"Dulceturi, jeleuri, marmelade, paste si piureuri de citrice, obtinute prin fierbere (excl.preparate omogenizate), cu un continut de zahar > 30% din greutate"
20079130,"Dulceturi, jeleuri, marmelade, paste si piureuri de citrice, obtinute prin fierbere (excl.preparate omogenizate), cu un continut de zahar > 13% din greutate, dar <= 30% din greutate"
20079190,"Dulceturi, jeleuri, marmelade, paste si piureuri de citrice, obtinute prin fierbere, cu sau fara adaos de zahar sau de alti indulcitori (excl.cu un continut de zahar > 13% din greutate, preparate omogenizate)"
20079910,"Piure si pasta de prune, obtinute prin fierbere, cu un continut de zahar > 30% din greutate, in ambalaje directe, cu un continut net > 100 kg si care sunt destinate prelucrarii industriale (excl.preparate omogenizate)"
20079920,"Piure si pasta de castane, obtinute prin fierbere , cu un continut de zahar > 30% din greutate (excl. preparate omogenizate)"
20079931,"Dulceturi,jeleuri,marmelade,paste,piureuri de cirese,visine,obtinute prin fierbere(excl.de citrice,de prune in ambalaje directe, cu cont.net>100 kg dest.prelucrarii industriale,de castane,preparate omogenizate),cu continut de zahar>30% din greutate"
20079933,"Dulceturi,jeleuri,marmelade,paste,piureuri de capsuni,fragi,obtinute prin fierbere(excl.de citrice,de prune in ambalaje dir.cu cont.net>100 kg destinate prel.industriale,de castane,preparate omogenizate),cu continut de zahar>30% din greutate"
20079935,"Dulceturi,jeleuri,marmelade,paste,piureuri de zmeura,obtinute prin fierbere(excl.de citrice,de prune in ambalaje dir.cu cont.net>100kg dest.prelucrarii industriale,de castane,preparate omogenizate), cu continut de zahar>30% din greutate"
20079939,"Dulceturi,jeleuri,marmelade,paste,piureuri de fructe,obtinute prin fierbere(excl.de citrice,cirese,visine,capsuni,fragi,zmeura,de prune in ambalaje dir.cu un cont.net>100kg dest.prel.ind.,de castane,preparate omogenizate),cu cont.de zahar>30% din greutat"
20079950,"Dulceturi, jeleuri, marmelade, paste si piureuri de fructe, obtinute prin fierbere (excl.de citrice, preparate omogenizate), cu un continut de zahar > 13% din greutate, dar <= 30% din greutate"
20079993,"Dulceturi,jeleuri,marmelade,paste,piureuri din fructe tropicale si fructe tropicale cu coaja, obtinute prin fierbere, cu sau fara adaos de zahar sau de alti indulcitori (excl.cu un continut de zahar > 13% din greutate, de citrice, preparate omogenizate)"
20079997,"Dulceturi,jeleuri,marmelade,paste,piureuri de fructe,obtinute prin fierbere,cu sau fara adaos de zahar/indulcitori (excl.cu un continut de zahar > 13% din greutate, de citrice, din fructe tropicale si fructe tropicale cu coaja, preparate omogenizate)"
20081110,Unt de arahide
20081191,"Arahide, preparate sau conservate (excl. confiate, unt de arahide), in ambalaje directe cu un continut net > 1kg"
20081196,"Arahide, prajite, in ambalaje directe cu un continut net <= 1kg"
20081198,"Arahide, preparate sau conservate (excl. prajite, confiate, unt de arahide), in ambalaje directe cu un continut net <= 1kg"
20081912,"Fructe tropicale cu coaja; amestecuri care contin minimum 50% din greutate fructe tropicale cu coaja, preparate sau conservate, in ambalaje directe, cu un continut net >1kg (excl.confiate)"
20081913,"Migdale si fistic, prajite, in ambalaje directe, cu un continut net > 1kg"
20081919,"Fructe cu coaja,seminte,chiar amestecate,preparate/conservate,cu/fara zahar/indulcitori/alcool(excl.confiate;dulceturi,jeleuri,paste;arahide;fructe tropicale cu coaja;amestec cu min.50% fructe tropicale cu coaja;migdale si fistic prajite),in ambalaje>1kg"
21050099,"Inghetate si alte produse similare sub forma de inghetata, comestibile, cu sau fara cacao, cu un continut de grasimi din lapte >= 7%"
20081992,"Fructe tropicale cu coaja; amestecuri care contin minimum 50% din greutate fructe tropicale cu coaja, preparate sau conservate, in ambalaje directe, cu un continut net <= 1kg (excl.confiate)"
20081993,"Migdale si fistic, prajite, in ambalaje directe, cu un continut net <= 1kg"
20081995,"Fructe cu coaja, prajite (excl.arahide; fructe tropicale cu coaja; amestecuri care contin minimum 50% din greutate fructe tropicale cu coaja; migdale si fistic), in ambalaje directe, cu un continut net <= 1kg"
20081999,"Nuci si alte seminte, inclusiv amestecuri, preparate sau conservate,  in ambalaje directe, cu un continut net <= 1kg (excl.confiate; dulceturi, jeleuri, marmelade, paste si piureuri din fructe; arahide; migdale si fistic)"
20082011,"Ananas, preparat sau conservat, cu un continut de zahar > 17% din greutate, cu adaos de alcool (excl. confiat; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere), in ambalaje directe, cu un continut net > 1 kg"
20082019,"Ananas, preparat sau conservat, cu adaos de alcool (excl. confiat; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere; cu un continut de zahar > 17% din greutate), in ambalaje directe, cu un continut net > 1 kg"
20082031,"Ananas, preparat sau conservat, cu un continut de zahar > 19% in greutate, cu adaos de alcool (excl. confiat; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere), in ambalaje directe, cu un continut net <= 1 kg"
20082039,"Ananas, preparat sau conservat, cu adaos de alcool (excl. confiat; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere; cu un continut de zahar > 19% in greutate), in ambalaje directe, cu un continut net <= 1 kg"
20082051,"Ananas, preparat sau conservat, cu un continut de zahar > 17% in greutate, fara adaos de alcool (excl. confiat; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere), in ambalaje directe, cu un continut net > 1 kg"
20082059,"Ananas, preparat/conservat, cu un continut de zahar >13%, dar <=17% din greutate, fara adaos de alcool (excl. confiat; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere), in ambalaje directe, cu un continut net > 1 kg"
20082071,"Ananas, preparat sau conservat, cu un continut de zahar > 19% in greutate, fara adaos de alcool (excl. confiat; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere), in ambalaje directe, cu un continut net <= 1 kg"
20082079,"Ananas, preparat/conservat, cu continut de zahar >13%, dar <=19% in greutate, fara adaos de alcool (excl. confiat; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere), in ambalaje directe, cu un continut net <=1 kg"
20082090,"Ananas, preparat sau conservat, fara adaos de zahar, fara adaos de alcool, in ambalaje directe, cu un continut net <= 1 kg"
20083011,"Citrice, preparate sau conservate, cu un continut de zahar > 9% in greutate, cu adaos de alcool, cu un titru alcoolic masic existent <= 11,85% mas (excl. confiate; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere)"
20083019,"Citrice, preparate sau conservate, cu un continut de zahar > 9% in greutate, cu adaos de alcool, cu un titru alcoolic masic existent > 11,85% mas (excl. confiate; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere)"
20083031,"Citrice, preparate sau conservate, cu adaos de alcool, cu un titru alcoolic masic existent <= 11,85% mas (excl. cu un continut de zahar > 9% in greutate; confiate; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere)"
20083039,"Citrice, preparate sau conservate, cu adaos de alcool, cu un titru alcoolic masic existent > 11,85% mas (excl. cu un continut de zahar > 9% in greutate; confiate; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere)"
20083051,"Segmente de grepfrut si pomelo,preparate/conservate,cu zahar/indulcitori,fara adaos de alcool(excl.confiate;dulceturi,jeleuri,marmelade,paste si piureuri obtinute prin fierbere),in ambalaje directe,cu continut net>1kg"
20083055,"Mandarine,incl.tangerine,satsuma;clementine,wilkings,hibrizi similari de citrice,preparate/conservate,cu zahar/indulcitori,fara alcool(excl.confiate;dulceturi,jeleuri,marmelade,paste,piureuri obtinute prin fierbere),in ambalaje directe,cu continut net>1k"
20083059,"Citrice,preparate/conservate,cu zahar/indulcitori,fara alcool(excl.grepfrut,pomelo;mandarine,tangerine,satsuma;clementine,wilkings,hibrizi de citrice;confiate;dulceturi,jeleuri,marmelade,paste obtinute prin fierbere),in ambalaje dir.cu continut net>1kg"
20083071,"Segmente de grepfrut si pomelo,preparate/conservate,cu zahar/indulcitori,fara alcool(excl.confiate;dulceturi,jeleuri,marmelade,paste,piureuri obtinute prin fierbere),in ambalaje directe,cu continut net<=1kg"
20083075,"Mandarine,incl.tangerine,satsuma;clementine,wilkings,hibrizi de citrice,preparate/conservate,cu zahar/indulcitori,fara alcool(excl.confiate;dulceturi,jeleuri,marmelade,paste,piureuri obtinute prin fierbere),in ambalaje directe,cu continut net<=1kg"
20083079,"Citrice,preparate/conservate,cu zahar/indulcitori,fara alcool(excl.grepfrut,pomelo;mandarine,tangerine,satsuma;clementine,wilkings,hibrizi de citrice;confiate;dulceturi,jeleuri,marmelade, paste), in ambalaje directe,cu continut net<=1kg"
20083090,"Citrice, preparate sau conservate, fara adaos de zahar sau alti indulcitori, fara adaos de alcool"
20084011,"Pere,preparate/conservate,cu continut de zahar>13% din greutate,cu alcool,cu un titru alcoolic masic existent<=11,85% mas(excl. confiate;dulceturi,jeleuri,marmelade,paste,piureuri obtinute prin fierbere),in ambalaje directe, cu continut net>1 kg"
20084019,"Pere,preparate/conservate,cu continut de zahar>13% din greutate, cu alcool,cu un titru alcoolic masic existent>11,85% mas(excl.confiate;dulceturi,jeleuri,marmelade,paste,piureuri obtinute prin fierbere),in ambalaje directe,cu continut net>1 kg"
20084021,"Pere,preparate/conservate,cu alcool,cu un titru alcoolic masic existent<=11,85% mas(excl.cu continut de zahar>13% din greutate;confiate;dulceturi,jeleuri,marmelade,paste,piureuri obtinute prin fierbere),in ambalaje directe,cu continut net>1 kg"
20084029,"Pere,preparate/conservate,cu alcool,cu un titru alcoolic masic existent>11,85% mas(excl.cu continut de zahar>13% din greutate;confiate;dulceturi,jeleuri,marmelade,paste,piureuri obtinute prin fierbere),in ambalaje directe,cu continut net>1kg"
20084031,"Pere, preparate sau conservate, cu un continut de zahar > 15% din greutate, cu adaos de alcool (excl. confiate; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere), in ambalaje directe, cu un continut net <= 1 kg"
22089078,"Bauturi spirtoase (excl. rachiuri, lichioruri, uzo),  in recipiente cu un continut > 2 l"
20084039,"Pere, preparate sau conservate,  cu adaos de alcool (excl. cu un continut de zahar > 15% din greutate; confiate; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere), in ambalaje directe, cu un continut net <= 1 kg"
20084051,"Pere, preparate sau conservate, cu un continut de zahar > 13% din greutate, fara adaos de alcool (excl. confiate; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere), in ambalaje directe, cu un continut net > 1 kg"
20084059,"Pere, preparate sau conservate, cu un continut de zahar <= 13% din greutate, fara adaos de alcool (excl. confiate; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere), in ambalaje directe, cu un continut net > 1 kg"
20084071,"Pere, preparate sau conservate, cu un continut de zahar > 15% din greutate, fara adaos de alcool (excl. confiate; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere), in ambalaje directe, cu un continut net <= 1 kg"
20084079,"Pere, preparate sau conservate, cu un continut de zahar <= 15% din greutate, fara adaos de alcool (excl. confiate; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere), in ambalaje directe, cu un continut net <= 1 kg"
20084090,"Pere, preparate sau conservate, fara adaos de zahar sau alti indulcitori, fara adaos de alcool, in ambalaje directe, cu un continut net <= 1 kg"
20085011,"Caise,preparate/conservate,cu continut de zahar>13% din greutate, cu alcool,cu un titru alcoolic masic existent<=11,85% mas(excl.confiate;dulceturi,jeleuri,marmelade,paste,piureuri obtinute prin fierbere),in ambalaje directe,cu continut net>1 kg"
20085019,"Caise,preparate/conservate,cu continut de zahar>13% din greutate,cu alcool,cu titru alcoolic masic existent>11,85% mas(excl.confiate;dulceturi,jeleuri,marmelade,paste,piureuri obtinute prin fierbere),in ambalaje directe,cu continut net>1 kg"
20085031,"Caise,preparate/conservate,cu alcool,cu titru alcoolic masic existent<=11,85% mas(excl.cu continut de zahar>13% din greutate;confiate;dulceturi,jeleuri,marmelade,paste,piureuri obtinute prin fierbere),in ambalaje directe,cu un continut net>1 kg"
20085039,"Caise,preparate/conservate,cu alcool,cu un titru alcoolic masic existent>11,85% mas(excl.cu continut de zahar>13% din greutate;confiate;dulceturi,jeleuri,marmelade,paste,piureuri obtinute prin fierbere),in ambalaje directe,cu un continut net>1 kg"
20085051,"Caise, preparate sau conservate, cu un continut de zahar > 15% din greutate, cu adaos de alcool (excl. confiate; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere), in ambalaje directe, cu un continut net <= 1 kg"
20085059,"Caise, preparate sau conservate, cu adaos de alcool (excl.cu un continut de zahar > 15% din greutate; confiate; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere), in ambalaje directe, cu un continut net <= 1 kg"
20085061,"Caise, preparate sau conservate, cu un continut de zahar > 13% din greutate, fara adaos de alcool (excl. confiate; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere), in ambalaje directe, cu un continut net > 1 kg"
20085069,"Caise,preparate/conservate,cu continut de zahar >9% dar <=13% din greutate, fara adaos de alcool (excl. confiate; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere), in ambalaje directe, cu un continut net > 1 kg"
20085071,"Caise, preparate sau conservate, cu un continut de zahar > 15% din greutate, fara adaos de alcool (excl. confiate; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere), in ambalaje directe, cu un continut net <= 1 kg"
20085079,"Caise,preparate/conservate,cu continut de zahar >9% dar <=15% din greutate, fara alcool (excl. confiate; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere), in ambalaje directe, cu un continut net <= 1 kg"
20085092,"Caise, preparate sau conservate, fara adaos de zahar, fara adaos de alcool (excl. confiate; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere), in ambalaje directe, cu un continut net >= 5 kg"
20085098,"Caise, preparate sau conservate, fara adaos de zahar, fara adaos de alcool (excl. confiate; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere), in ambalaje directe, cu un continut net < 5 kg"
20086011,"Cirese si visine, preparate/conservate, cu continut de zahar > 9% din greutate, cu adaos de alcool, cu un titru alcoolic masic existent <= 11,85% mas (excl. confiate; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere)"
20086019,"Cirese si visine, preparate/conservate, cu un continut de zahar > 9% din greutate, cu adaos de alcool, cu un titru alcoolic masic existent > 11,85% mas (excl. confiate; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere)"
20086031,"Cirese si visine, preparate/conservate, cu adaos de alcool, cu un titru alcoolic masic existent <= 11,85% mas (excl. cu un continut de zahar > 9% din greutate; confiate; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere"
20086039,"Cirese si visine, preparate/conservate, cu adaos de alcool, cu un titru alcoolic masic existent > 11,85% mas (excl. cu un continut de zahar > 9% din greutate; confiate; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere)"
20086050,"Cirese si visine, preparate sau conservate, cu adaos de zahar, fara adaos de alcool (excl. confiate; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere), in ambalaje directe, cu un continut net > 1 kg"
20086060,"Cirese si visine, preparate sau conservate, cu adaos de zahar, fara adaos de alcool (excl. confiate; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere), in ambalaje directe, cu un continut net <= 1 kg"
20086070,"Cirese si visine, preparate sau conservate, fara adaos de zahar, fara adaos de alcool (excl. confiate; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere), in ambalaje directe, cu un continut net >= 4,5 kg"
20086090,"Cirese si visine, preparate sau conservate, fara adaos de zahar, fara adaos de alcool (excl. confiate; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere), in ambalaje directe, cu un continut net < 4,5 kg"
20087011,"Piersici,inclusiv fara puf si nectarine,preparate/conservate,cu continut de zahar>13%,cu alcool,cu titru alcoolic masic existent<=11,85% mas (excl. confiate;dulceturi,jeleuri,marmelade,paste,piureuri),in ambalaje directe,cu continut net>1 kg"
20087019,"Piersici,inclusiv fara puf si nectarine,preparate/conservate,cu contin.de zahar>13%,cu alcool,cu titru alcoolic masic existent>11,85% mas(excl.confiate;dulceturi,jeleuri,marmelade,paste),in ambalaje directe,cu continut net>1 kg"
20087031,"Piersici,incl. fara puf si nectarine,preparate/conservate,cu alcool,cu titru alcoolic masic existent<=11,85% mas(excl.cu continut de zahar>13%;confiate;dulceturi,jeleuri,marmelade,paste si piureuri),in ambalaje directe,cu continut net>1 kg"
20087039,"Piersici,incl.fara puf si nectarine,preparate/conservate,cu alcool,cu un titru alcoolic masic existent>11,85% mas(excl.cu continut de zahar>13%;confiate;dulceturi,jeleuri,marmelade,paste si piureuri),in ambalaje directe,cu continut net>1 kg"
20087051,"Piersici,incl.fara puf si nectarine,preparate/conservate,cu continut de zahar>15%,cu alcool(excl.confiate;dulceturi,jeleuri,marmelade,paste si piureuri),in ambalaje directe,cu continut net<=1kg"
20087059,"Piersici,incl.fara puf si nectarine,preparate/conservate,cu alcool (excl.cu continut de zahar>15%;confiate;dulceturi,jeleuri,marmelade,paste si piureuri),in ambalaje directe,cu continut net<=1kg"
20087061,"Piersici,inclusiv fara puf si nectarine,preparate/conservate,cu continut de zahar>13%,fara alcool (excl. confiate; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere), in ambalaje directe, cu un continut net > 1 kg"
20087069,"Piersici,inclusiv fara puf si nectarine,preparate/conservate,cu un continut de zahar>9% dar<=13% din greutate,fara alcool(excl.confiate;dulceturi,jeleuri,marmelade,paste si piureuri obtinute prin fierbere),in ambalaje directe,cu un continut net>1 kg"
20087071,"Piersici,inclusiv fara puf si nectarine,preparate/conservate,cu continut de zahar>15% din greutate,fara adaos de alcool(excl.confiate;dulceturi,jeleuri,marmelade,paste si piureuri obtinute prin fierbere),in ambalaje directe,cu continut net<=1 kg"
20087079,"Piersici,inclusiv fara puf si nectarine,preparate/conservate,cu continut de zahar>9% dar<=15% din greutate,fara adaos de alcool(excl.confiate;dulceturi,jeleuri,marmelade,paste si piureuri obtinute prin fierbere),in ambalaje directe,cu continut net<=1kg"
20087092,"Piersici, inclusiv piersici fara puf si nectarine, preparate sau conservate, fara adaos de zahar, fara adaos de alcool, in ambalaje directe, cu un continut net >= 5 kg"
20087098,"Piersici, inclusiv piersici fara puf si nectarine, preparate sau conservate, fara adaos de zahar, fara adaos de alcool, in ambalaje directe, cu un continut net < 5 kg"
20088011,"Capsuni,fragi,preparate/conservate, cu un continut de zahar > 9% din greutate, cu adaos de alcool, cu un titru alcoolic masic existent <= 11,85% mas (excl. confiate; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere)"
20088019,"Capsuni, fragi, preparate sau conservate, cu un continut de zahar > 9% din greutate, cu adaos de alcool, cu un titru alcoolic masic existent > 11,85% mas (excl. confiate; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierber"
20088031,"Capsuni, fragi, preparate/conservate,cu adaos de alcool,cu un titru alcoolic masic existent <= 11,85% mas (excl.cu continut de zahar > 9% din greutate; confiate;dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere)"
20088039,"Capsuni, fragi, preparate sau conservate,  cu adaos de alcool, cu un titru alcoolic masic existent > 11,85% mas (excl.cu un continut de zahar > 9% din greutate; confiate; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierber"
20088050,"Capsuni, fragi, preparate sau conservate, cu adaos de zahar, fara adaos de alcool (excl. confiate; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere), in ambalaje directe, cu un continut net > 1 kg"
20088070,"Capsuni, fragi, preparate sau conservate, cu adaos de zahar, fara adaos de alcool (excl. confiate; sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere), in ambalaje directe, cu un continut net <= 1 kg"
20088090,"Capsuni, fragi, preparate sau conservate, fara adaos de zahar, fara adaos de alcool"
20089100,"Miez (inima) de palmier, preparat sau conservat, cu sau fara adaos de zahar sau alti indulcitori sau de alcool (excl. preparat sau conservat cu otet)"
20089311,"Merisor(Vaccinium macrocarpon,Vaccinium oxycoccos,Vaccinium vitis-idaea),preparat/conservat,cu zahar>9% in greutate,cu alcool,cu titru alcoolic masic existent<=11,85% mas (excl.confiat;dulceturi,jeleuri,marmelade,paste si piureuri obtinute prin fierbere)"
20089319,"Merisor(Vaccinium macrocarpon,Vaccinium oxycoccos,Vaccinium vitis-idaea),preparat/conservat,cu zahar>9% in greutate,cu alcool,cu titru alcoolic masic existent>11,85% mas (excl.confiat;dulceturi,jeleuri,marmelade,paste si piureuri obtinute prin fierbere)"
20089321,"Merisor(Vaccinium macrocarpon,Vaccinium oxycoccos,Vaccinium vitis-idaea),preparat/conservat,cu zahar<=9% in greutate,cu alcool,cu titru alcoolic masic existent<=11,85% mas (excl.confiat;dulceturi,jeleuri,marmelade,paste si piureuri obtinute prin fierbere"
20089329,"Merisor(Vaccinium macrocarpon,Vaccinium oxycoccos,Vaccinium vitis-idaea),preparat/conservat,cu zahar<=9% in greutate,cu alcool,cu titru alcoolic masic existent>11,85% mas(excl.confiat;dulceturi,jeleuri,marmelade,paste si piureuri obtinute prin fierbere)"
20089391,"Merisor(Vaccinium macrocarpon,Vaccinium oxycoccos,Vaccinium vitis-idaea),preparat/conservat,cu zahar,fara alcool (excl.sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere),in ambalaje directe,cu continut net>1 kg"
20089393,"Merisor(Vaccinium macrocarpon,Vaccinium oxycoccos,Vaccinium vitis-idaea),preparat/conservat,cu zahar,fara alcool(excl.sub forma de dulceturi,jeleuri,marmelade,paste si piureuri obtinute prin fierbere),in ambalaje directe,cu continut net<=1 kg"
20089399,"Merisor (Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea), preparat sau conservat, fara adaos de zahar, fara adaos de alcool (excl.sub forma de dulceturi, jeleuri, marmelade, paste si piureuri obtinute prin fierbere)"
20089703,"Amestecuri de fructe tropicale cu coaja si fructe tropicale, care contin >= 50% in greutate fructe tropicale cu coaja, preparate sau conservate, cu sau fara adaos de zahar sau alti indulcitori sau de alcool, in ambalaje directe, cu un continut net > 1 kg"
20089705,"Amestecuri de fructe tropicale cu coaja si fructe tropicale, care contin >= 50% in greutate fructe tropicale cu coaja, preparate sau conservate, cu sau fara adaos de zahar sau alti indulcitori sau de alcool, in ambalaje directe, cu un continut net <= 1 k"
20089712,"Amestecuri din fructe tropicale(inclusiv amestecuri care contin>=50% din greutate fructe tropicale si fructe tropicale cu coaja),preparate/conservate,cu continut de zahar>9%,cu alcool,cu titru alcoolic masic existent<=11,85% mas"
