code,description
84793010,Prese pentru fabricarea panourilor din particule sau din fibre de lemn sau din alte materiale lemnoase
84793090,Alte masini si aparate pentru prelucrarea lemnului sau a plutei
84794000,Masini pentru fabricarea franghiilor sau cablurilor
84795000,Roboti industriali nedenumiti si necuprinsi in alta parte
84796000,Aparate pentru racirea aerului prin evaporare
84797100,Pasarele de imbarcare a pasagerilor de tipul celor utilizate in aeroporturi
84797900,Pasarele de imbarcare a pasagerilor (excl. cele de tipul celor utilizate in aeroporturi)
84798100,"Alte masini si aparate mecanice cu functie proprie pentru prelucrarea metalelor, masinile de bobinat pentru infasurarile electrice (excl. roboti industriali)"
84798200,"Alte masini si aparate mecanice cu functie proprie pentru amestecare, malaxare, concasare, spargere, macinare, cernere, omogenizare, emulsionare sau agitare (excl. roboti industriali)"
84798300,Prese izostatice la rece
84798930,Sustinator mobil hidraulic pentru mine
84798960,Aparate numite de gresare centralizata
84798970,Masini automate de dispunere a componentelor electronice de tipul celor utilizate numai sau in principal pentru fabricarea ansamblelor de circuite imprimate
84798997,"Alte masini si aparate mecanice cu functie proprie (excl. masini si aparate mecanice cu functie proprie pentru prelucrarea metalelor, masinile de bobinat pentru infasurarile electrice, pentru amestecare, malaxare, concasare, spargere, macinare, cernere,"
84799015,Parti de masini de la subpozitia 84798970
84799020,"Parti de masini si aparate, turnate, din fonta, fier sau otel, nespecificate in alta parte"
84799070,"Parti de masini si aparate, nespecificate in alta parte (excl.turnate, din fonta, fier sau otel)"
84801000,Rame pentru forme de turnatorie
84802000,Placi de baza pentru forme de turnatorie
84803010,Modele pentru forme de turnatorie din lemn
84803090,Modele pentru forme de turnatorie (excl. cele din lemn)
84804100,"Forme de turnatorie pentru metale sau pentru carburi metalice, pentru turnare prin injectie sau prin comprimare"
84804900,Forme de turnatorie pentru metale sau pentru carburi metalice (excl. cele pentru turnare prin injectie sau prin comprimare)
84805000,Forme de turnatorie pentru sticla
84806000,Forme de turnatorie pentru materiale minerale
84807100,"Forme de turnatorie pentru cauciuc sau materiale plastice, pentru turnare prin injectie sau comprimare"
84807900,Forme de turnatorie pentru cauciuc sau materiale plastice (excl. cele pentru turnare prin injectie sau comprimare)
84811005,"Valve reductoare de presiune, combinate cu filtre sau lubrificatoare"
84811019,Valve reductoare de presiune din fonta sau din otel (excl. cele combinate cu filtre sau lubrificatoare)
84811099,Valve reductoare de presiune (excl. cele combinate cu filtre sau lubrificatoare si cele din fonta sau din otel)
84812010,Valve pentru transmisii oleohidraulice
84812090,Valve pentru transmisii pneumatice
84813091,"Clapete si supape de retinere pentru tevi, cazane, rezervoare cuve si recipiente similare, din fonta sau din otel"
84813099,"Clapete si supape de retinere pentru tevi, cazane, rezervoare cuve si recipiente similare (excl. cele din fonta sau din otel)"
84814010,"Supape (valve) din fonta sau din otel, de preaplin sau de siguranta pentru tevi, cazane, rezervoare cuve si recipiente similare"
84814090,"Supape (valve) de preaplin sau de siguranta pentru tevi, cazane, rezervoare cuve si recipiente similare (excl. cele din fonta sau din otel)"
84818011,"Robinetarie pentru grupuri sanitare de amestec pentru chiuvete, de lavoare, de bideuri, de rezervoare de apa, bai si articole similare"
84818019,"Robinetarie pentru grupuri sanitare de amestec pentru chiuvete, de lavoare, de bideuri, de rezervoare de apa, bai si articole similare (excl. robinetarie pentru grupuri sanitare de amestec)"
84818031,Robinete termostatice pentru radiatoare de incalzire centrala
84818039,Robinetarie pentru radiatoare de incalzire centrala (excl. robinete termostatice)
84818040,Valve pentru anvelope si pentru camere de aer
84818051,"Vane de reglare a temperaturii (excl. robinetarie pentru grupuri sanitare, robinetarie pentru radiatoare de incalzire centrala, valve pentru anvelope si pentru camere de aer)"
84818059,"Vane de reglare (excl. vane de reglare a temperaturii, robinetarie pentru grupuri sanitare, robinetarie pentru radiatoare de incalzire centrala, valve pentru anvelope si pentru camere de aer)"
84818061,"Robinete si vane cu trecere directa din fonta pentru conducte, cazane, rezervoare, cuve si recipiente similare (excl. robinetarie pentru grupuri sanitare, robinetarie pentru radiatoare de incalzire centrala, valve pentru anvelope si pentru camere de aer,"
84818063,"Robinete si vane cu trecere directa din otel pentru conducte, cazane, rezervoare, cuve si recipiente similare (excl. robinetarie pentru grupuri sanitare, robinetarie pentru radiatoare de incalzire centrala, valve pentru anvelope si pentru camere de aer,"
84818069,"Robinete si vane cu trecere directa (excl. robinetarie pentru grupuri sanitare, robinetarie pentru radiatoare de incalzire centrala, valve pentru anvelope si pentru camere de aer, vane de reglare, robinete si vane cu trecere directa din otel sau din font"
84818071,"Robinete cu supapa din fonta (excl. robinetarie pentru grupuri sanitare, robinetarie pentru radiatoare de incalzire centrala, valve pentru anvelope si pentru camere de aer, vane de reglare)"
84818073,"Robinete cu supapa din otel (excl. robinetarie pentru grupuri sanitare, robinetarie pentru radiatoare de incalzire centrala, valve pentru anvelope si pentru camere de aer, vane de reglare)"
84818079,"Robinete cu supapa (excl. robinetarie pentru grupuri sanitare, robinetarie pentru radiatoare de incalzire centrala, valve pentru anvelope si pentru camere de aer, vane de reglare, robinete cu supapa din fonta sau otel)"
84818081,"Robinete cu turnant sferic, conic sau cilindric (excl. robinetarie pentru grupuri sanitare, robinetarie pentru radiatoare de incalzire centrala, valve pentru anvelope si pentru camere de aer, vane de reglare)"
84818085,"Robinete fluture pentru tevi, cazane, rezervoare, cuve si recipiente similare (excl. robinetarie pentru grupuri sanitare, robinetarie pentru radiatoare de incalzire centrala, valve pentru anvelope si pentru camere de aer, vane de reglare)"
84818087,"Robinete cu membrana (excl. robinetarie pentru grupuri sanitare, robinetarie pentru radiatoare de incalzire centrala, valve pentru anvelope si pentru camere de aer, vane de reglare)"
84818099,"Articole de robinetarie si articole similare pentru tevi, cazane, rezervoare, cuve si recipiente similare (excl. robinete pentru grupuri sanitare, pentru radiatoare de incalzire centrala, valve pentru anvelope si pentru camere de aer, vane de reglare, ro"
84819000,"Parti de articole de robinetarie si parti de articole similare pentru tevi, cazane, rezervoare, cuve si recipiente similare, parti de reductoare de presiune si vanele termostatice"
84821010,Rulmenti cu bile al caror cel mai mare diametru exterior este de maximum 30 mm
84821090,Rulmenti cu bile al caror cel mai mare diametru exterior este de peste 30 mm
84822000,"Rulmenti cu role conice, inclusiv subansamblurile de conuri si role conice"
84823000,Rulmenti cu role butoi
84824000,Rulmenti cu ace
84825000,Rulmenti cu role cilindrice
84828000,"Rulmenti cu role, inclusiv rulmenti combinati cu bile-role (excl. rulmenti cu bile, rulmenti cu role conice, subansamblurile de conuri si role conice, rulmenti cu role butoi, cu ace si cu role cilindrice)"
84829110,Role conice pentru rulmenti
84829190,"Bile, galeti, role si ace pentru rulmenti (excl. role conice pentru rulmenti)"
84829900,"Parti de rulmenti cu bile, cu galeti, cu role sau cu ace (excl. bile, galeti, role si ace pentru rulmenti)"
84831021,"Manivele si vilbrochene turnate, din fonta, fier sau otel"
84831025,Manivele si vilbrochene din otel forjat
84831029,"Manivele si vilbrochene (excl. manivele si vilbrochene turnate, din fonta, fier sau otel si manivele si vilbrochene din otel forjat)"
84831050,Arbori articulati
84831095,"Arbori de transmisie, arbori cu came (excl. manivele si vilbrochene, arbori articulati)"
84832000,Lagare cu rulmenti incorporati
84833032,Lagare pentru rulmenti de toate tipurile
84833038,Lagare (excl. lagare pentru rulmenti de toate tipurile)
84833080,Cuzineti
84834021,Angrenaje cu roti cilindrice
84834023,Angrenaje cu roti conice si cilindro-conice
84834025,Angrenaje melcate
84834029,"angrenaje (excl. angrenaje cu roti cilindrice, cu roti conice si cilindro-conice, melcate)"
84834030,Tije filetate cu bile sau role
84834051,"Reductoare, multiplicatoare si cutii de viteza"
84834059,"Variatoare de viteza, inclusiv convertizoare de cuplu (excl. cutii de viteza)"
84834090,"Roti de frictiune, altele decat rotile dintate si decat alte organe elementare de transmisie prezentate separat (excl. angrenaje; tije filetate cu bile sau role; reductoare, multiplicatoare si variatoare de viteza, convertizoare de cuplu)"
84835020,"Volanti si fulii, inclusiv fulii cu mufle, turnate, din fonta, fier sau otel"
84835080,"Volanti si fulii, fulii cu mufle (excl. cele turnate, din fonta, fier sau otel)"
84836020,"Ambreiaje si organe de cuplare, inclusiv articulatii, turnate, din fonta, fier sau otel"
84836080,"Ambreiaje si organe de cuplare, articulatii (excl. cele turnate, din fonta, fier sau otel)"
84839020,Parti de lagare pentru rulmenti de toate tipurile
84839081,"Roti dintate si alte organe elementare de transmisie prezentate separat, turnate, din fonta fier sau otel; parti de arbori de transmisie, suruburi cu bile, cuplaje, turnate, din fonta fier sau otel (excl. parti de lagare pentru rulmenti de toate tipurile"
84839089,"Roti dintate si alte organe elementare de transmisie prezentate separat; parti de arbori de transmisie, suruburi cu bile, cuplaje (excl. cele turnate din fonta, fier sau otel si parti de lagare pentru rulmenti de toate tipurile)"
84841000,Garnituri de etansare si articole similare din foi de metal combinate cu alte materiale sau din doua sau mai multe straturi de metal
84842000,Garnituri pentru etansari mecanice
84849000,"Seturi sau sortimente de garnituri de etansare si similare de compozitii diferite prezentate in pungi, plicuri sau ambalaje similare"
84851000,Prin depozit de metale
84852000,Prin depozit de materiale plastice sau cauciuc
84853010,"Prin depozit de ipsos, ciment sau ceramica"
84853090,Altele
84858000,Altele
84859010,Parti de masini de la subpozitia 84853010
84859090,Altele
84861000,Masini si aparate pentru fabricarea lingourilor sau plachetelor (wafers)
84862000,Masini si aparate pentru fabricarea dispozitivelor cu semiconductori sau a circuitelor electronice integrate
84863000,Masini si aparate pentru fabricarea dispozitivelor de afisare cu ecran plat
84864000,"Masini si aparate utilizate numai sau in principal pentru fabricarea lingourilor sau plachetelor (wafers) sau a dispozitivelor cu semiconductori, a circuitelor electronice integrate sau a dispozitivelor de afisare cu ecran plat; masini si aparate mention"
84869000,"Parti si accesorii de: masini si ap.utilizate pt fabricarea lingourilor/plachetelor(wafers)/dispozitivelor cu semiconductori, a circuitelor electronice integrate/dispozitivelor de afisare cu ecran plat; masini si ap.mentionate la nota 9 litera C a cap.84"
84871010,Elice pentru nave si paletele acestora din bronz
84871090,Elice pentru nave si paletele acestora (excl. cele din bronz)
84879040,"Parti de masini sau de aparate din fonta, fara conexiuni electrice, parti izolate electric, bobinaje, contacte sau alte elemente caracteristice electrice (excl. elice pentru nave si paletele acestora)"
84879051,"Parti de masini sau de aparate turnate din otel, fara conexiuni electrice, parti izolate electric, bobinaje, contacte sau alte elemente caracteristice electrice (excl. elice pentru nave si paletele acestora)"
84879057,"Parti de masini sau de aparate din fier sau otel forjate sau stantate, fara conexiuni electrice, parti izolate electric, bobinaje, contacte sau alte elemente caracteristice electrice (excl. elice pentru nave si paletele acestora)"
84879059,"Parti de masini sau de aparate din fier sau otel, fara conexiuni electrice, parti izolate electric, bobinaje, contacte sau alte elemente caracteristice electrice (excl. parti de masini sau de aparate din fier sau otel forjate sau stantate si cele turnate"
84879090,"Parti de masini sau de aparate, fara conexiuni electrice, parti izolate electric, bobinaje, contacte sau alte elemente caracteristice electrice (excl. cele din fonta si din fier sau otel; elice pentru nave si paletele acestora)"
85011010,Motoare  electrice sincrone de o putere de maximum 18 W
85011091,"Motoare universale electrice de o putere de peste 18 W, dar de maximum 37,5 W (excl. motoare sincrone)"
85011093,"Motoare de curent alternativ electrice de o putere de peste 18 W, dar de maximum 37,5 W (excl. motoare sincrone)"
85011099,"Motoare de curent continuu electrice de o putere de peste 18 W, dar de maximum 37,5 W (excl. motoare sincrone)"
85012000,"Motoare universale de o putere peste 37,5 W"
85013100,"Alte motoare de curent continuu; generatoare de curent continuu, de o putere de maximum 750 W"
85013200,"Alte motoare de curent continuu; generatoare de curent continuu, de o putere de peste 750 W, dar de maximum 75 kW"
85013300,"Alte motoare de curent continuu; generatoare de curent continuu de o putere de peste 75 kW, dar de maximum 375 kW"
85013400,Alte motoare de curent continuu; generatoare de curent continuu de o putere de peste 375 kW
85014020,Alte motoare de curent alternativ monofazate de o putere de maximum 750 W
85014080,Alte motoare de curent alternativ monofazate de o putere de peste 750 W
85015100,Alte motoare de curent alternativ polifazate de o putere de maximum 750 W
85015220,"Alte motoare de curent alternativ polifazate de o putere de peste 750 W, dar de maximum 7,5 kW"
85015230,"Alte motoare de curent alternativ polifazate de o putere de peste 7,5 kW, dar de maximum 37 kW"
85015290,"Alte motoare de curent alternativ polifazate de o putere de peste 37 kW, dar de maximum 75 kW"
85015350,Motoare de tractiune de curent alternativ polifazate de o putere de peste 75 kW
85015381,"Alte motoare de curent alternativ polifazate de o putere de peste 75 kW, dar de maximum 375 kW (excl. motoare de tractiune)"
85015394,"Alte motoare de curent alternativ polifazate de peste 375 kW, dar de maximum 750 kW (excl. motoare de tractiune)"
85015399,Alte motoare de curent alternativ polifazate de peste 750 kW (excl. motoare de tractiune)
85016120,"Generatoare de curent alternativ (alternatoare) de o putere de maximum 7,5 kVA"
85016180,"Generatoare de curent alternativ (alternatoare) de o putere de peste 7,5 kVA, dar de maximum 75 kVA"
85016200,"Generatoare de curent alternativ (alternatoare) de o putere de peste 75 kVA, dar de maximum 375 kVA"
85016300,"Generatoare de curent alternativ (alternatoare) de o putere de peste 375 kVA, dar de maximum 750 kVA"
85016400,Generatoare de curent alternativ (alternatoareDe o putere de peste 750 kVA
85017100,De o putere de maximum 50 W
85017200,De o putere de peste 50 W
85018000,Generatoare fotovoltaice de curent alternativ
85021120,"Grupuri electrogene cu motor cu piston cu aprindere prin compresie (motoare diesel sau semi-diesel) de maximum 7,5 kVA"
85021180,"Grupuri electrogene cu motor cu piston cu aprindere prin compresie (motoare diesel sau semi-diesel) de peste 7,5 kVA, dar de maximum 75 kVA"
85021200,"Grupuri electrogene cu motor cu piston cu aprindere prin compresie (motoare diesel sau semi-diesel) de o putere de peste 75 kVA, dar de maximum 375 kVA"
85021320,"Grupuri electrogene cu motor cu piston cu aprindere prin compresie (motoare diesel sau semi-diesel) de o putere de peste 375 kVA, dar de maximum 750 kVA"
85021340,"Grupuri electrogene cu motor cu piston cu aprindere prin compresie (motoare diesel sau semi-diesel) de o putere de peste 750 kVA, dar de maximum 2000 kVA"
85021380,Grupuri electrogene cu motor cu piston cu aprindere prin compresie (motoare diesel sau semi-diesel) de o putere de peste 2000 kVA
85022020,"Grupuri electrogene cu motor cu piston cu aprindere prin scanteie (motoare cu explozie) de o putere de maximum 7,5 kVA"
85022040,"Grupuri electrogene cu motor cu piston cu aprindere prin scanteie (motoare cu explozie) de o putere de peste 7,5 kVA, dar de maximum 375 kVA"
85022060,"Grupuri electrogene cu motor cu piston cu aprindere prin scanteie (motoare cu explozie) de o putere de peste 375 kVA, dar de maximum 750 kVA"
85022080,Grupuri electrogene cu motor cu piston cu aprindere prin scanteie (motoare cu explozie) de o putere de peste 750 kVA
85023100,"Alte grupuri electrogene (excl. grupuri electrogene cu motor cu piston cu aprindere prin compresie, motoare diesel sau semi-diesel; grupuri electrogene cu motor cu piston cu aprindere prin scanteie, motoare cu explozie) pentru energie eoliana"
85023920,"Turbogeneratoare (excl. grupuri electrogene cu motor cu piston cu aprindere prin compresie, motoare diesel sau semi-diesel; grupuri electrogene cu motor cu piston cu aprindere prin scanteie, motoare cu explozie), altele decat cele pentru energie eoliana"
85023980,"Alte grupuri electrogene (excl. grupuri electrogene cu motor cu piston cu aprindere prin compresie, motoare diesel sau semi-diesel; grupuri electrogene cu motor cu piston cu aprindere prin scanteie, motoare cu explozie, turbogeneratoare), altele decat ce"
85024000,Convertizoare rotative electrice
85030010,Frete nemagnetizate pentru motoare electrice si grupuri electrogene
85030091,"Parti care pot fi recunoscute ca fiind destinate exclusiv sau in principal motoarelor si generatoarelor electrice; grupurilor electrogene si convertizoarelor rotative electrice (excl. frete nemagnetizate) turnate, din fonta, fier sau otel"
85030099,"Parti care pot fi recunoscute ca fiind destinate exclusiv sau in principal motoarelor si generatoarelor electrice; grupurilor electrogene si convertizoarelor rotative electrice (excl. frete nemagnetizate), altele decat cele turnate, din fonta, fier sau o"
85041020,"Bobine de reactanta, inclusiv cele cuplate cu un condensator"
85041080,Balasturi pentru lampi sau tuburi cu descarcare (excl. bobine de reactanta si bobine cuplate cu un condensator)
85042100,Transformatoare cu dielectric lichid de o putere de maximum 650 kVA
85042210,"Transformatoare cu dielectric lichid de o putere de peste 650 kVA, dar de maximum 1600 kVA"
85042290,"Transformatoare cu dielectric lichid de o putere de peste 1600 kVA, dar de maximum 10000 kVA"
85042300,Transformatoare cu dielectric lichid de o putere de peste 10000 kVA
85043121,Transformatoare de masura pentru masurarea tensiunii de o putere de maximum 1 kVA
85043129,Transformatoare de masura (excl cele pentru masurarea tensiunii) de o putere de maximum 1 kVA
85043180,"Alte transformatoare (excl. transformatoare cu dielectric lichid, transformatoare de masura) de o putere de maximum 1 kVA"
85043200,"Alte transformatoare (excl. transformatoare cu dielectric lichid) de o putere de peste 1 kVA, dar de maximum 16 kVA"
85043300,"Alte transformatoare (excl. transformatoare cu dielectric lichid) de o putere de peste 16 kVA, dar de maximum 500 kVA"
85043400,Alte transformatoare (excl. transformatoare cu dielectric lichid) de o putere de peste 500 kVA
85044030,"Convertizoare statice de tipul celor folosite la aparate de telecomunicatii, masini de prelucrare automata a datelor si unitati ale acestora"
85044055,Incarcatoare de acumulatoare (excl. convertizoare statice de tipul celor folosite la aparate de telecomunicatii; masini de prelucrare automata a datelor si unitati ale acestora)
85044082,"Redresoare (excl. convertizoare statice de tipul celor folosite la aparate de telecomunicatii; masini de prelucrare automata a datelor si unitati ale acestora, incarcatoare de acumulatoare)"
85044084,"Onduloare, invertoare (excl. convertizoare statice de tipul celor folosite la aparate de telecomunicatii; masini de prelucrare automata a datelor si unitati ale acestora, incarcatoare de acumulatoare) de o putere de maximum 7,5 kVA"
85044088,"Onduloare, invertoare (excl. convertizoare statice de tipul celor folosite la aparate de telecomunicatii; masini de prelucrare automata a datelor si unitati ale acestora, incarcatoare de acumulatoare) de o putere de peste 7,5 kVA"
85044090,"Convertizoare statice (excl. cele de tipul celor folosite la aparate de telecomunicatii; masini de prelucrare automata a datelor si unitati ale acestora, incarcatoare de acumulatoare, redresoare si ondulatoare)"
85045000,Alte bobine de reactanta si de inductanta (excl. bobinele pentru descarcarea lampilor sau tuburilor)
85049011,Miezuri de ferita pentru transformatoare si inductoare
85049013,"Laminate sau miezuri de otel, inclusiv suprapuse sau infasurate"
85049017,"Parti de transformatoare, parti de bobine de reactanta si de inductanta, nespecificate in alta parte (excl. miezuri de ferita, laminate sau miezuri de otel)"
85049090,"Parti de convertizoare statice, nespecificate in alta parte"
85051100,"Magneti permanenti si articole destinate sa devina magneti permanenti dupa magnetizare, din metal (excl. platouri, mandrine si dispozitive magnetice sau electromagnetice similare)"
85051910,Magneti permanenti din ferita aglomerata
85051990,"Magneti permanenti si articole destinate sa devina magneti permanenti dupa magnetizare, din materiale altele decat cele din metal (excl. platouri, mandrine si dispozitive magnetice sau electromagnetice similare, magneti permanenti din ferita aglomerata)"
85052000,"Cuplaje, ambreiaje, schimbatoare de viteza si frane electromagnetice"
85059021,"Electromagneti de tipul celor utilizati numai sau in principal pentru aparatele de diagnostic cu vizualizare prin rezonanta magnetica, altii decat electromagnetii de la pozitia 9018"
85059029,"Electromagneti; platouri, mandrine si dispozitive magnetice sau electromagnetice similare pentru fixare(excl.electromagneti pentru aparatele de diagnostic cu vizualizare prin rezonanta magnetica)"
85059050,Capete de ridicare electromagnetice
85059090,"Parti de electromagneti, platouri, mandrine si dispozitive magnetice sau electromagnetice similare pentru fixare; parti de capete de ridicare electromagnetice"
85061011,"Pile cilindrice cu bioxid de mangan, alcaline"
85061018,"Pile si baterii de pile electrice cu bioxid de mangan, alcaline (excl. pile cilindrice)"
85061091,"Pile cilindrice cu bioxid de mangan, alcaline"
85061098,"Pile si baterii de pile electrice cu bioxid de mangan, altele decat cele alcaline (excl. pile cilindrice)"
85063000,Pile si baterii de pile electrice cu oxid de mercur
85064000,Pile si baterii de pile electrice cu oxid de argint
85065010,Pile si baterii de pile electrice cilindrice cu litiu
85065030,Pile si baterii de pile electrice buton cu litiu
85065090,Pile si baterii de pile electrice cu litiu (excl. pile cilindrice si pile buton)
85066000,Pile si baterii de pile electrice cu aer-zinc
85068005,"Baterii uscate cu zinc-carbon, cu tensiunea de minimum 5,5 V, dar de maximum 6,5 V"
85068080,"Alte pile si baterii de pile (excl. pile si baterii de pile cu bioxid de mangan, cu oxid de mercur, cu oxid de argint, cu litiu, cu aer-zinc, baterii uscate cu zinc-carbon, cu tensiunea de minimum 5,5 V, dar de maximum 6,5 V)"
85069000,Parti si piese de pile si de baterii de pile electrice
85071020,"Acumulatoare electrice, inclusiv separatoarele lor, chiar de forma patrata sau dreptunghiulara cu plumb, de tipul celor utilizate pentru demararea motoarelor cu piston care functioneaza cu electrolit lichid"
85071080,"Acumulatoare electrice, inclusiv separatoarele lor, chiar de forma patrata sau dreptunghiulara cu plumb, de tipul celor utilizate pentru demararea motoarelor cu piston (excl. cele care functioneaza cu electrolit lichid)"
85072020,"Alte acumulatoare cu plumb electrice, inclusiv separatoarele lor, chiar de forma patrata sau dreptunghiulara (excl. cele utilizate pentru demararea motoarelor cu piston) care functioneaza cu electrolit lichid"
85412900,"Tranzistori, altii decat fototranzistori, cu o putere de disipare >= 1 W"
85072080,"Alte acumulatoare cu plumb electrice, inclusiv separatoarele lor, chiar de forma patrata sau dreptunghiulara (excl. cele utilizate pentru demararea motoarelor cu piston), altele decat cele care functioneaza cu electrolit lichid"
85073020,"Acumulatoare electrice, inclusiv separatoarele lor, chiar de forma patrata sau dreptunghiulara cu nichel-cadmiu, inchise ermetic"
85073080,"Acumulatoare electrice, inclusiv separatoarele lor, chiar de forma patrata sau dreptunghiulara cu nichel-cadmiu, altele decat cele inchise ermetic"
85075000,"Acumulatoare electrice, inclusiv separatoarele lor, chiar de forma patrata sau dreptunghiulara cu hidrura de nichel-metal"
85076000,"Acumulatoare electrice, inclusiv separatoarele lor, chiar de forma patrata sau dreptunghiulara cu ioni de litiu"
85078000,"Acumulatoare electrice, inclusiv separatoarele lor, chiar de forma patrata sau dreptunghiulara (excl. acumulatoare si separatoarele lor cu plumb, cu nichel-cadmiu, cu nichel-fier, cu hidrura de nichel-metal si cu ioni de litiu)"
85079030,"Separatoare pentru acumulatoare electrice, chiar de forma patrata sau dreptunghiulara"
85079080,"Parti de acumulatoare electrice, chiar de forma patrata sau dreptunghiulara (excl. separatoare)"
85081100,Aspiratoare cu motor electric incorporat de o putere de maximum 1500 W si avand un sac pentru colectarea prafului sau un alt recipient de maximum 20 l
85081900,Aspiratoare cu motor electric incorporat (excl. cele cu o putere de maximum 1500 W si care au un sac pentru colectarea prafului sau un alt recipient de maximum 20 l)
85086000,Alte aspiratoare (excl. cele cu motor electric incorporat)
85087000,Parti si piese de aspiratoare
85094000,"Aparate de tocat si amestecat alimente; storcatoare de fructe si de legume cu motor electric incorporat, de uz casnic"
85098000,"Aparate electromecanice cu motor electric incorporat, de uz casnic (excl. aspiratoare, aparate de tocat si amestecat alimente, storcatoare de fructe si de legume)"
85099000,"Parti si piese de aparate electromecanice cu motor electric incorporat, de uz casnic, altele decat aspiratoare"
85101000,"Masini de ras, cu motor electric incorporat"
85102000,"Masini de tuns, cu motor electric incorporat"
85103000,"Masini de epilat, cu motor electric incorporat"
85109000,"Parti si piese de masini de ras, de tuns si masini de epilat, cu motor electric incorporat"
85111000,Bujii de aprindere pentru motoare cu aprindere prin scanteie sau prin compresie
85112000,Magnetouri; dinamuri-magnetou; volanti magnetici pentru motoare cu aprindere prin scanteie sau prin compresie
85113000,Distribuitori; bobine de aprindere pentru motoare cu aprindere prin scanteie sau prin compresie
85114000,"Demaroare, chiar functionand ca generatoare pentru motoare cu aprindere prin scanteie sau prin compresie"
85115000,"Alte generatoare de tipul celor utilizate pentru motoarele cu aprindere prin scanteie sau prin compresie (excl. dinamuri-magnetou; demaroare, care functioneaza ca generatoare)"
85118000,"Alte aparate si dispozitive de aprindere sau de pornire pentru motoare cu aprindere prin scanteie sau prin compresie (excl. bujii de aprindere, magnetouri; dinamuri-magnetou; volanti magnetici; distribuitori; bobine de aprindere; demaroare; generatoare)"
85119000,"Parti de aparate si de dispozitive electrice de aprindere sau de pornire pentru motoare cu aprindere prin scanteie sau prin compresie (magnetouri, dinamuri-magnetou, bobine de aprindere, bujii de aprindere sau de incalzire, demaroare); parti de generatoa"
85121000,"Aparate de iluminat sau de semnalizare vizuala de tipul celor utilizate pentru biciclete (excl. lampi si tuburi electrice cu incandescenta sau cu descarcare, articole numite faruri si proiectoare etanse si lampi si tuburi cu raze ultraviolete sau infra"
85122000,"Alte aparate de iluminat sau de semnalizare vizuala, altele decat cele utilizate pentru biciclete (excl. lampi si tuburi electrice cu incandescenta sau cu descarcare, articole numite faruri si proiectoare etanse si lampi si tuburi cu raze ultraviolete"
85123010,Avertizoare electrice antifurt de tipul celor utilizate pentru autovehicule
85123090,Aparate de semnalizare acustica (excl. avertizoare electrice antifurt de tipul celor utilizate pentru autovehicule)
85124000,"Stergatoare de parbriz, dispozitive antigivraj si dispozitive de dezaburire, pentru autovehicule"
85129010,Parti de avertizoare electrice antifurt de tipul celor utilizate pentru autovehicule
85129090,"Parti de aparate electrice de iluminat sau de semnalizare (excl. lampi si tuburi electrice cu incandescenta sau cu descarcare, articole numite faruri si proiectoare etanse si lampi si tuburi cu raze ultraviolete sau infrarosii; lampi cu arc), parti de"
85131000,"Lampi electrice portabile, care functioneaza cu ajutorul sursei proprii de energie"
85139000,"Parti de lampi electrice portabile, care functioneaza cu ajutorul sursei proprii de energie"
85141100,Prese izostatice la cald
85141910,"Cuptoare pentru brutarie, patiserie sau pentru biscuiti"
85141980,Altele
85142010,Furnale si cuptoare care functioneaza prin inductie
85142080,Furnale si cuptoare care functioneaza prin pierderi prin dielectric
85143110,De tipul celor utilizate numai sau in principal pentru fabricarea circuitelor imprimate sau a ansamblelor de circuite
85143190,Altele
85143210,De tipul celor utilizate numai sau in principal pentru fabricarea circuitelor imprimate sau a ansamblelor de circuite
85143290,Altele
85143910,De tipul celor utilizate numai sau in principal pentru fabricarea circuitelor imprimate sau a ansamblelor de circuite
85143990,Altele
85144000,Alte aparate pentru tratarea termica a materialelor prin inductie sau prin pierderi prin dielectric (excl. furnale si cuptoare)
85149030,Parti de furnale si cuptoare de la subpozitia 85143020 utilizate pentru fabricarea circuitelor imprimate
85149070,"Parti de furnale si cuptoare electrice industriale sau de laborator, inclusiv furnale si cuptoare care functioneaza prin inductie sau prin pierderi prin dielectric (excl.de furnale si cuptoare de la subpozitia 85143020)"
85151100,Ciocane si pistoale de lipit
85151910,Masini pentru lipire in valuri de tipul celor utilizate numai sau in principal pentru fabricarea ansamblelor de circuite imprimate
85151990,Masini si aparate pentru lipirea tare sau moale (excl. ciocane si pistoale de lipit; masini pentru lipire in valuri de tipul celor utilizate numai sau in principal pentru fabricarea ansamblelor de circuite imprimate)
85152100,"Masini si aparate pentru sudarea metalelor prin rezistenta, complet sau partial automatizate"
85152900,"Masini si aparate pentru sudarea metalelor prin rezistenta, altele decat cele complet sau partial automatizate"
85153100,"Masini si aparate pentru sudarea metalelor cu arc electric sau cu jet de plasma, complet sau partial automatizate"
85153913,"Masini si aparate pentru sudarea metalelor cu arc electric sau cu jet de plasma (excl. cele complet sau partial automatizate), manuale, cu electrozi inveliti, cuprinzand dispozitivele de sudare si un transformator"
85153918,"Masini si aparate pentru sudarea metalelor cu arc electric sau cu jet de plasma (excl. cele complet sau partial automatizate), manuale, cu electrozi inveliti, cuprinzand dispozitivele de sudare si un generator sau un convertizor rotativ sau un convertizo"
85153990,"Masini si aparate pentru sudarea metalelor cu arc electric sau cu jet de plasma (excl. cele complet sau partial automatizate si cele manuale, cu electrozi inveliti)"
